Short Country	Long Country	Holiday	Long Date	Short Date	Description
AR	Argentina	Commemoration of General Don MartÃ­n Miguel de GÃ¼emes	"Tuesday, June 17, 2025"	17-Jun-25	Commemoration of General Don MartÃ­n Miguel de GÃ¼emes is a observance in Argentina
AR	Argentina	Flag Day	"Friday, June 20, 2025"	20-Jun-25	Flag Day is a national holiday in Argentina
AR	Argentina	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Argentina (Buenos Aires)
AR	Argentina	Muharram/New Year	"Friday, June 27, 2025"	27-Jun-25	Muharram is the first month of the Islamic calendar and a time of remembrance or mourning.
AR	Argentina	Independence day	"Wednesday, July 9, 2025"	9-Jul-25	Independence day is a national holiday in Argentina
AR	Argentina	Tourist Bridge Holiday	"Friday, August 15, 2025"	15-Aug-25	Tourist Bridge Holiday is a national holiday in Argentina
AR	Argentina	San MartÃ­n Day	"Monday, August 18, 2025"	18-Aug-25	San MartÃ­n Day is a national holiday in Argentina
AR	Argentina	Rosh Hashana Eve	"Monday, September 22, 2025"	22-Sep-25	Rosh Hashana Eve is a optional holiday in Argentina
AR	Argentina	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Argentina (Buenos Aires)
AR	Argentina	Rosh Hashana	"Tuesday, September 23, 2025"	23-Sep-25	"Rosh Hashana, commonly known as the Jewish New Year, is the first day of Tishrei, the seventh month in the Hebrew calendar."
AR	Argentina	Second day of Rosh Hashana	"Wednesday, September 24, 2025"	24-Sep-25	Second day of Rosh Hashana is a optional holiday in Argentina
AR	Argentina	Yom Kippur Eve	"Wednesday, October 1, 2025"	1-Oct-25	Yom Kippur Eve is a optional holiday in Argentina
AR	Argentina	Yom Kippur	"Thursday, October 2, 2025"	2-Oct-25	Yom Kippur (Day of Atonement) is an important Jewish holiday that centers on the themes of atonement and repentance.
AR	Argentina	Columbus Day	"Sunday, October 12, 2025"	12-Oct-25	Columbus Day is a national holiday in Argentina
AR	Argentina	Mothers' Day	"Sunday, October 19, 2025"	19-Oct-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
AR	Argentina	National Sovereignty Day	"Monday, November 17, 2025"	17-Nov-25	National Sovereignty Day is a national holiday in Argentina
AR	Argentina	Tourist Bridge Holiday	"Friday, November 21, 2025"	21-Nov-25	Tourist Bridge Holiday is a national holiday in Argentina
AR	Argentina	Immaculate Conception	"Monday, December 8, 2025"	8-Dec-25	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.
AR	Argentina	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Argentina (Buenos Aires)
AR	Argentina	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
AR	Argentina	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
AM	Armenia	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
AM	Armenia	New Year's Day (Day 2)	"Thursday, January 2, 2025"	2-Jan-25	New Year's Day (Day 2) is a national holiday in Armenia
AM	Armenia	Christmas Eve	"Sunday, January 5, 2025"	5-Jan-25	Christmas Eve is a observance in Armenia
AM	Armenia	Christmas Day	"Monday, January 6, 2025"	6-Jan-25	"Many Orthodox churches annually celebrate Christmas Day on or around January 7. This event commemorates the story of Jesus Christâ€™s birth, according to the Christian Bible."
AM	Armenia	Christmas Remembrance Day	"Tuesday, January 7, 2025"	7-Jan-25	Christmas Remembrance Day is a observance in Armenia
AM	Armenia	Army Day	"Tuesday, January 28, 2025"	28-Jan-25	Army Day is a national holiday in Armenia
AM	Armenia	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	February 14 is Valentine's Day or Saint Valentine's Feast. The day of love owes its origins to ancient Roman and European Christian traditions.
AM	Armenia	Mother Language Day	"Friday, February 21, 2025"	21-Feb-25	Mother Language Day is a observance in Armenia
AM	Armenia	Feast of Saint Vartan	"Thursday, February 27, 2025"	27-Feb-25	Feast of Saint Vartan is a observance in Armenia
AM	Armenia	International Women's Day	"Saturday, March 8, 2025"	8-Mar-25	International Women's Day is a national holiday in Armenia
AM	Armenia	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Armenia (Yerevan)
AM	Armenia	Motherhood and Beauty Day	"Monday, April 7, 2025"	7-Apr-25	Motherhood and Beauty Day is a observance in Armenia
AM	Armenia	Armenian Cinema Day	"Wednesday, April 16, 2025"	16-Apr-25	Armenian Cinema Day is a observance in Armenia
AM	Armenia	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
AM	Armenia	Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	Holy Saturday is the day before Easter Sunday.
AM	Armenia	Taxpayers' Day	"Saturday, April 19, 2025"	19-Apr-25	Taxpayers' Day is a observance in Armenia
AM	Armenia	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
AM	Armenia	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
AM	Armenia	Genocide Remembrance Day	"Thursday, April 24, 2025"	24-Apr-25	Genocide Remembrance Day is a national holiday in Armenia
AM	Armenia	Citizens' Day	"Saturday, April 26, 2025"	26-Apr-25	Citizens' Day is a observance in Armenia
AM	Armenia	Labor Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
AM	Armenia	Yerkrapah Day	"Thursday, May 8, 2025"	8-May-25	Yerkrapah Day is a observance in Armenia
AM	Armenia	Victory and Peace Day	"Friday, May 9, 2025"	9-May-25	Victory and Peace Day is a national holiday in Armenia
AM	Armenia	Family Day	"Thursday, May 15, 2025"	15-May-25	Family Day is a observance in Armenia
AM	Armenia	Day of Students and Youth	"Friday, May 16, 2025"	16-May-25	Day of Students and Youth is a observance in Armenia
AM	Armenia	Republic Day	"Wednesday, May 28, 2025"	28-May-25	Republic Day is a national holiday in Armenia
AM	Armenia	Children's Day	"Sunday, June 1, 2025"	1-Jun-25	Children's Day is a observance in Armenia
AM	Armenia	Remembrance Day of the Oppressed	"Saturday, June 14, 2025"	14-Jun-25	Remembrance Day of the Oppressed is a observance in Armenia
AM	Armenia	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
AM	Armenia	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Armenia (Yerevan)
AM	Armenia	Constitution Day	"Saturday, July 5, 2025"	5-Jul-25	Constitution Day is a national holiday in Armenia
AM	Armenia	Day of State Symbols	"Saturday, July 5, 2025"	5-Jul-25	Day of State Symbols is a observance in Armenia
AM	Armenia	Knowledge and Literature Day	"Monday, September 1, 2025"	1-Sep-25	Knowledge and Literature Day is a observance in Armenia
AM	Armenia	Independence Day	"Sunday, September 21, 2025"	21-Sep-25	Independence Day is a national holiday in Armenia
AM	Armenia	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Armenia (Yerevan)
AM	Armenia	Day of National Minorities of the Republic of Armenia	"Sunday, October 5, 2025"	5-Oct-25	Day of National Minorities of the Republic of Armenia is a observance in Armenia
AM	Armenia	Teachers' Day	"Sunday, October 5, 2025"	5-Oct-25	Teachers' Day is a observance in Armenia
AM	Armenia	Translators' Day	"Saturday, October 11, 2025"	11-Oct-25	Translators' Day is a observance in Armenia
AM	Armenia	Halloween	"Friday, October 31, 2025"	31-Oct-25	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.
AM	Armenia	Local Self-Government Day	"Monday, November 10, 2025"	10-Nov-25	Local Self-Government Day is a observance in Armenia
AM	Armenia	Spitak Remembrance Day	"Sunday, December 7, 2025"	7-Dec-25	Spitak Remembrance Day is a observance in Armenia
AM	Armenia	Genocide Condemnation and Prevention Day	"Tuesday, December 9, 2025"	9-Dec-25	Genocide Condemnation and Prevention Day is a observance in Armenia
AM	Armenia	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Armenia (Yerevan)
AM	Armenia	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
AW	Aruba	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
AW	Aruba	Betico Croes' Birthday	"Saturday, January 25, 2025"	25-Jan-25	Betico Croes' Birthday is a public holiday in Aruba
AW	Aruba	Carnival Monday	"Monday, March 3, 2025"	3-Mar-25	Carnival Monday is a public holiday in Aruba
AW	Aruba	National Anthem and Flag Day	"Tuesday, March 18, 2025"	18-Mar-25	National Anthem and Flag Day is a public holiday in Aruba
AW	Aruba	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Aruba (Oranjestad)
AW	Aruba	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
AW	Aruba	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
AW	Aruba	King's Day	"Sunday, April 27, 2025"	27-Apr-25	King's Day is a public holiday in Aruba
AW	Aruba	Labor Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
AW	Aruba	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
AW	Aruba	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Aruba (Oranjestad)
AW	Aruba	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Aruba (Oranjestad)
AW	Aruba	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Aruba (Oranjestad)
AW	Aruba	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
AW	Aruba	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a public holiday in Aruba
AU	Australia	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	New Year's Day is the first day of the year in the Gregorian calendar used in Australia and many other countries.
AU	Australia	Last day of Hanukkah	"Thursday, January 2, 2025"	2-Jan-25	"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah."
AU	Australia	Epiphany	"Monday, January 6, 2025"	6-Jan-25	Many people in countries such as Australia annually observe Epiphany on January 6.
AU	Australia	Orthodox Christmas Day	"Tuesday, January 7, 2025"	7-Jan-25	Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.
AU	Australia	Orthodox New Year	"Tuesday, January 14, 2025"	14-Jan-25	Many Orthodox Christian churches in countries such as Australia celebrate New Yearâ€™s Day on January 14 in the Gregorian calendar.
AU	Australia	Australia Day	"Sunday, January 26, 2025"	26-Jan-25	Australia Day is the Australian national day. It is celebrated on January 26 each year.
AU	Australia	Australia Day Observed	"Monday, January 27, 2025"	27-Jan-25	Australia Day is the Australian national day. It is celebrated on January 26 each year.
AU	Australia	Isra and Mi'raj	"Tuesday, January 28, 2025"	28-Jan-25	"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
AU	Australia	Lunar New Year	"Wednesday, January 29, 2025"	29-Jan-25	Lunar New Year marks the first day of the New Year in the Chinese calendar.
AU	Australia	Lunar New Year Holiday (Day 2)	"Thursday, January 30, 2025"	30-Jan-25	Lunar New Year Holiday (Day 2) is a state holiday in Australia
AU	Australia	Royal Hobart Regatta	"Monday, February 10, 2025"	10-Feb-25	"The Royal Hobart Regatta is an annual public holiday in southern Tasmania, Australia, on the second Monday in February."
AU	Australia	Tu B'Shevat (Arbor Day)	"Thursday, February 13, 2025"	13-Feb-25	"Tu Bâ€™Shevat is known as the â€œNew Year for Treesâ€, is one of the four Jewish New Years."
AU	Australia	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	"Valentineâ€™s Day, which is annually held on February 14, is one of the most romantic days in the year for many people in countries such as Australia."
AU	Australia	Ramadan Start	"Sunday, March 2, 2025"	2-Mar-25	"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar."
AU	Australia	Labour Day	"Monday, March 3, 2025"	3-Mar-25	Labour Day in Australia celebrates workersâ€™ role in contributing towards the nationâ€™s economy. It is an annual public holiday but its date varies across the states and territories.
AU	Australia	Carnival / Shrove Tuesday / Pancake Day	"Tuesday, March 4, 2025"	4-Mar-25	Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.
AU	Australia	Ash Wednesday	"Wednesday, March 5, 2025"	5-Mar-25	Ash Wednesday marks the first day of Lent in for many Christians in Australia.
AU	Australia	Labour Day	"Monday, March 10, 2025"	10-Mar-25	Labour Day in Australia celebrates workersâ€™ role in contributing towards the nationâ€™s economy. It is an annual public holiday but its date varies across the states and territories.
AU	Australia	Eight Hours Day	"Monday, March 10, 2025"	10-Mar-25	Labour Day in Australia celebrates workersâ€™ role in contributing towards the nationâ€™s economy. It is an annual public holiday but its date varies across the states and territories.
AU	Australia	Adelaide Cup	"Monday, March 10, 2025"	10-Mar-25	Adelaide Cup is a state holiday and a horse racing event in South Australia.
AU	Australia	Canberra Day	"Monday, March 10, 2025"	10-Mar-25	Canberra Day is a public holiday that celebrates Canberraâ€™s official founding in the Australian Capital Territory.
AU	Australia	Purim	"Friday, March 14, 2025"	14-Mar-25	"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther."
AU	Australia	St Patrick's Day	"Monday, March 17, 2025"	17-Mar-25	"St Patrickâ€™s Day is a popular observance in Australia to honor Irish culture and commemorate one of Irelandâ€™s patron saints, St Patrick."
AU	Australia	National Close the Gap Day	"Thursday, March 20, 2025"	20-Mar-25	
AU	Australia	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Australia (Sydney)
AU	Australia	Harmony Day	"Friday, March 21, 2025"	21-Mar-25	"Harmony Day is a national observance that celebrates Australiaâ€™s cultural, linguistic and religious diversity on March 21 every year."
AU	Australia	Lailat al-Qadr	"Wednesday, March 26, 2025"	26-Mar-25	Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.
AU	Australia	Eid ul Fitr	"Monday, March 31, 2025"	31-Mar-25	"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan."
AU	Australia	Hari Raya Puasa	"Monday, March 31, 2025"	31-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
